Negative Score,Neutral Score,News Org,Positive Score,Sentiment Score,Tweet,Tweet Date,Tweet Number
0.0,1.0,@CBSNews,0.0,0.0,"In Montana, it's Trump vs. Tester https://t.co/aSiE6QUkii https://t.co/LloG5LBegK",Sat Apr 28 09:33:04 +0000 2018,49
0.156,0.844,@CBSNews,0.0,-0.34,"Palestinians try to rip through Gaza border fence, drawing heavy Israeli fire https://t.co/F8dyKtliUV https://t.co/4bFZRASIFn",Sat Apr 28 09:18:04 +0000 2018,50
0.0,0.642,@CBSNews,0.358,0.4404,"""Truth prevails"": Andrea Constand hails Cosby verdict https://t.co/OSim8ziIWm https://t.co/qKNfnRHho9",Sat Apr 28 09:03:03 +0000 2018,51
0.166,0.678,@CBSNews,0.156,-0.0387,"""Avengers: Infinity War"" receives mostly positive, but also tepid reviews https://t.co/wUdPrRMD7l https://t.co/xUh25DawJX",Sat Apr 28 08:48:03 +0000 2018,52
0.0,0.677,@CBSNews,0.323,0.5106,Judge dismisses Paul Manafort's civil suit challenging special counsel https://t.co/skpVAfiDoB https://t.co/GNH3qAhNPT,Sat Apr 28 08:33:04 +0000 2018,53
0.0,1.0,@CBSNews,0.0,0.0,ABBA announces first new material in 35 years https://t.co/ErJ9AMOXpB https://t.co/SfJlJ5iI7n,Sat Apr 28 08:18:04 +0000 2018,54
0.0,1.0,@CBSNews,0.0,0.0,The surging ranks of super-commuters https://t.co/v2Ri9zAR9I https://t.co/Yi0lMYXCv9,Sat Apr 28 08:03:04 +0000 2018,55
0.0,1.0,@CBSNews,0.0,0.0,Retirees can be too frugal with their spending https://t.co/d8QBVYXyf9 https://t.co/WUrdIdLCgF,Sat Apr 28 07:48:04 +0000 2018,56
0.241,0.759,@CBSNews,0.0,-0.5423,Tom Brokaw withdraws as commencement speaker after sexual harassment allegations https://t.co/LQGjhOLCmT https://t.co/cANZFyr9Rp,Sat Apr 28 07:33:06 +0000 2018,57
0.0,1.0,@CBSNews,0.0,0.0,Russian lawyer who met with Donald Trump Jr. says she is an informant https://t.co/yOEhXCvETh https://t.co/xVLp9K258d,Sat Apr 28 07:18:04 +0000 2018,58
0.209,0.672,@CBSNews,0.119,-0.296,"Gloria Allred was ""shocked"" by Bill Cosby guilty verdict https://t.co/nH5SsrD0kt https://t.co/5ObYNpsyjW",Sat Apr 28 07:03:03 +0000 2018,59
0.179,0.821,@CBSNews,0.0,-0.34,Recovered FBI agent texts include reaction to James Comey's firing https://t.co/OOiBbqTyHM https://t.co/3CAw27Z2oo,Sat Apr 28 06:48:04 +0000 2018,60
0.0,0.847,@CBSNews,0.153,0.4019,Kentucky man's video goes viral after he uses Walmart intercom to ask for help https://t.co/5kDqP22yZ4 https://t.co/AHpbT6pCeU,Sat Apr 28 06:33:04 +0000 2018,61
0.172,0.828,@CBSNews,0.0,-0.3612,"Women's severed heads found in Texas, Louisiana – are the discoveries linked? https://t.co/ElJMG6Tnc4 https://t.co/L1ZekB8Nru",Sat Apr 28 06:18:04 +0000 2018,62
0.171,0.829,@CBSNews,0.0,-0.4767,"University of Utah ""Cry Closet"" lets students ""just let it all out"" during finals https://t.co/pfubUj389u https://t.co/2fhwai8kt7",Sat Apr 28 06:03:04 +0000 2018,63
0.184,0.816,@CBSNews,0.0,-0.5574,"""She stepped into her coffin"": Family of woman who died after American Airlines flight sue https://t.co/VHPag236E4 https://t.co/CtDV4NQOme",Sat Apr 28 05:48:04 +0000 2018,64
0.126,0.558,@CBSNews,0.316,0.4767,"""My fault yo"": Chance the Rapper apologizes for defending Kanye West's embrace of Trump https://t.co/xRKCE6yiB4 https://t.co/TjLBb2XBMp",Sat Apr 28 05:33:03 +0000 2018,65
0.273,0.727,@CBSNews,0.0,-0.6705,Seven students killed in stabbing rampage at middle school in China https://t.co/COshause7Z https://t.co/5LcmW6OXZy,Sat Apr 28 05:18:04 +0000 2018,66
0.136,0.864,@CBSNews,0.0,-0.296,"Woman discovers slain cop in her yard, realizes she helped raise fugitive suspect https://t.co/XIPSvLNkbv https://t.co/fybxDIZO4V",Sat Apr 28 05:03:04 +0000 2018,67
0.0,0.637,@CBSNews,0.363,0.6908,Rallies for peace as Mexican rapper QBA admits dissolving bodies https://t.co/jtOT9AyAKo https://t.co/mvpw72IFLp,Sat Apr 28 04:48:04 +0000 2018,68
0.0,1.0,@CBSNews,0.0,0.0,"Mongolia, Singapore are final two sites under consideration for Trump-Kim Jong Un meeting https://t.co/BVTCLNSepJ https://t.co/FXCSJUg3oC",Sat Apr 28 04:46:05 +0000 2018,69
0.241,0.759,@CBSNews,0.0,-0.5423,"Amy Schumer says she was hospitalized with ""horrible kidney infection"" https://t.co/EAlnpCwynN https://t.co/pfFsYRUK9c",Sat Apr 28 04:33:03 +0000 2018,70
0.333,0.667,@CBSNews,0.0,-0.7579,"Privacy concerns after public genealogy database used to ID ""Golden State Killer"" suspect https://t.co/2zeOfYnAGp https://t.co/Bc3dw11C7E",Sat Apr 28 04:18:04 +0000 2018,71
0.0,0.756,@CBSNews,0.244,0.4404,New technology offers hope for people with tinnitus https://t.co/i5ZswEXDrQ https://t.co/azaMl2cwEZ,Sat Apr 28 04:03:03 +0000 2018,72
0.0,1.0,@CBSNews,0.0,0.0,Video shows Georgia police slamming ex-NFL player to the ground https://t.co/oDE8Veh4cd https://t.co/V1kzNwlcmL,Sat Apr 28 03:48:05 +0000 2018,73
0.286,0.714,@CBSNews,0.0,-0.5574,"Detroit police cracks down on citywide ""paintball wars"" https://t.co/GOXcMwWbsX https://t.co/6xekzHmBcQ",Sat Apr 28 03:40:06 +0000 2018,74
0.0,0.809,@CBSNews,0.191,0.3818,"Pres. Trump deserves credit for North-South Korea summit, experts say https://t.co/WUZzNViTTv https://t.co/v9WWzpkzvd",Sat Apr 28 03:33:03 +0000 2018,75
0.18,0.82,@CBSNews,0.0,-0.296,Texas couple accused of enslaving girl for 16 years https://t.co/xXAXHFp0kE https://t.co/vTKOLJbKOd,Sat Apr 28 03:18:03 +0000 2018,76
0.0,1.0,@CBSNews,0.0,0.0,Evidence of world's biggest child sacrifice discovered https://t.co/T3AYw7cM5m https://t.co/O51irPZaaH,Sat Apr 28 03:03:03 +0000 2018,77
0.0,0.857,@CBSNews,0.143,0.128,"Migrant ""caravan"" gets legal aid near U.S. border https://t.co/pUp30L3O0C https://t.co/7e38trDvlk",Sat Apr 28 03:00:21 +0000 2018,78
0.0,1.0,@CBSNews,0.0,0.0,"Temple University, where Bill Cosby long served as a leading public face and key fundraiser, said it will rescind t… https://t.co/zPkQdRRMJv",Sat Apr 28 02:40:01 +0000 2018,79
0.114,0.802,@CBSNews,0.084,-0.1779,"Sex created the problem. Will robots will get us out of it? Stream the new CBSN Originals documentary, “Replacing H… https://t.co/JK8I5Iwt2V",Sat Apr 28 02:20:40 +0000 2018,80
0.161,0.691,@CBSNews,0.147,-0.0772,"Amy Schumer is recovering after being hospitalized with a ""horrible kidney infection,"" the ""I Feel Pretty"" actress… https://t.co/vYxs42w3h8",Sat Apr 28 02:00:02 +0000 2018,81
0.0,0.762,@CBSNews,0.238,0.6124,"National security experts, and even the South Korean foreign minister, credit Pres. Trump for bringing North Korea… https://t.co/h00CSvfr2Z",Sat Apr 28 01:40:01 +0000 2018,82
0.0,1.0,@CBSNews,0.0,0.0,Your insurance company likely knows a lot more about you than Facebook https://t.co/zujq1ltmj5 https://t.co/2NOzoz6vtJ,Sat Apr 28 01:20:01 +0000 2018,83
0.122,0.769,@CBSNews,0.109,-0.0772,Can a discovery that has already restored sight in genetically blind mice do the same in humans? @60Minutes reports… https://t.co/zidn5DuD1t,Sat Apr 28 01:00:02 +0000 2018,84
0.0,1.0,@CBSNews,0.0,0.0,"Former NBC News anchor Tom Brokaw responds to sexual misconduct allegations: ""I was ambushed and then perp walked""… https://t.co/xsXvGk3pm6",Sat Apr 28 00:40:01 +0000 2018,85
0.0,0.924,@CBSNews,0.076,0.144,"In the world of minor league baseball, where most young fans want to meet a player, this 10-year-old stands alone:… https://t.co/OXZyrEevT8",Sat Apr 28 00:20:00 +0000 2018,86
0.367,0.633,@CBSNews,0.0,-0.8271,Residents of a Vermont town are angry and fearful after a teen accused of a school shooting plot is released… https://t.co/D8TUVhaeNc,Sat Apr 28 00:00:02 +0000 2018,87
0.0,1.0,@CBSNews,0.0,0.0,"When humans started disappearing, Japan started building “something better.” Stream the new CBSN Originals document… https://t.co/3PcnLijzg2",Fri Apr 27 23:40:22 +0000 2018,88
0.12,0.88,@CBSNews,0.0,-0.4588,"Father Pat Conroy says he was forced out as House chaplain by Speaker Paul Ryan -- now, members of Congress are dem… https://t.co/7ZBgDV0QRP",Fri Apr 27 23:20:01 +0000 2018,89
0.101,0.899,@CBSNews,0.0,-0.2263,"Judge delays lawsuit by adult film actress Stormy Daniels against President Trump and his personal attorney, Michae… https://t.co/s0VfvZ5jYN",Fri Apr 27 23:00:02 +0000 2018,90
0.221,0.699,@CBSNews,0.081,-0.4215,"RT @CBSEveningNews: Baseball umpires have the toughest job in the game, making tough calls and creating enemies by the inning
 
But for thi…",Fri Apr 27 23:00:02 +0000 2018,91
0.22,0.78,@CBSNews,0.0,-0.5859,"RT @CBSEveningNews: Joseph James DeAngelo, the ex-police officer suspected of being the notorious ""Golden State Killer,"" appeared in court…",Fri Apr 27 22:54:27 +0000 2018,92
0.099,0.901,@CBSNews,0.0,-0.296,RT @CBSEveningNews: A Vermont teen accused of plotting a shooting with mass casualties at his former high school was released into the cust…,Fri Apr 27 22:48:00 +0000 2018,93
0.215,0.785,@CBSNews,0.0,-0.6369,"RT @CBSEveningNews: Paul Ryan has forced out House chaplain, Rev. Patrick Conroy

Conroy's resignation letter said he was offering to step…",Fri Apr 27 22:47:31 +0000 2018,94
0.0,0.86,@CBSNews,0.14,0.4767,RT @CBSEveningNews: Republicans on the House Intelligence Committee released their report on Russian meddling in the 2016 election &amp; found…,Fri Apr 27 22:47:30 +0000 2018,95
0.141,0.758,@CBSNews,0.101,-0.2732,"RT @CBSEveningNews: A woman who worked as a war correspondent for NBC News said Tom Brokaw groped her, twice tried to forcibly kiss her
 
B…",Fri Apr 27 22:47:01 +0000 2018,96
0.17,0.83,@CBSNews,0.0,-0.6249,"RT @CBSEveningNews: The nationwide ""E coli"" outbreak from contaminated romaine lettuce is now the worst multi-state outbreak in more than a…",Fri Apr 27 22:38:31 +0000 2018,97
0.16,0.655,@CBSNews,0.186,-0.2083,"RT @CBSEveningNews: Pres. Trump hailed an agreement btwn N.&amp; S. Korean leaders in their historic summit, tweeting ""KOREAN WAR TO END!""
 
Bu…",Fri Apr 27 22:35:00 +0000 2018,98
0.0,0.888,@CBSNews,0.112,0.4404,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC
Thanks for being with us #OriginalReporting #CBSE…",Fri Apr 27 22:31:00 +0000 2018,99
0.126,0.558,@CBSNews,0.316,0.4767,"""My fault yo"": Chance the Rapper apologizes for defending Kanye West's embrace of Pres. Trump… https://t.co/Dy5OLuqT8N",Fri Apr 27 22:20:01 +0000 2018,100
0.257,0.69,@cnnbrk,0.054,-0.743,Thousands protest in Spain after five men were cleared of gang rape of an 18-year-old woman. They were convicted of… https://t.co/kf1c5WD5WW,Sat Apr 28 19:13:26 +0000 2018,1
0.375,0.625,@cnnbrk,0.0,-0.8402,"Police in Maine arrest a man accused of killing a police officer this week, ending a four-day manhunt, a sheriff sa… https://t.co/8iK3dWC9Os",Sat Apr 28 19:05:25 +0000 2018,2
0.0,1.0,@cnnbrk,0.0,0.0,Texas will be allowed to enforce its voter ID law in the upcoming election after a federal appeals court overruled… https://t.co/X8w3P4IUcN,Sat Apr 28 05:58:22 +0000 2018,3
0.0,1.0,@cnnbrk,0.0,0.0,Skeletal remains of more than 140 children were found in Peru. It's evidence from 550 years ago of what may be the… https://t.co/1O30ZRtyhe,Sat Apr 28 03:38:25 +0000 2018,4
0.255,0.685,@cnnbrk,0.061,-0.7276,"Police officers were not charged in the death of a mentally ill man who was repeatedly tased in his shower, Milwauk… https://t.co/hvXhOC4kWw",Sat Apr 28 02:20:55 +0000 2018,5
0.095,0.905,@cnnbrk,0.0,-0.2263,"The judge in Stormy Daniels' lawsuit against President Trump and Michael Cohen has issued a stay, delaying the case… https://t.co/yVml5FG0p3",Fri Apr 27 21:46:40 +0000 2018,6
0.448,0.552,@cnnbrk,0.0,-0.9186,The suspected Golden State Killer did not enter a plea at his court appearance over the murder charges he faces… https://t.co/cykx3jep6h,Fri Apr 27 21:26:55 +0000 2018,7
0.0,0.909,@cnnbrk,0.091,0.128,Exclusive The NRA is setting aside years of documents regarding its ties to a Kremlin-linked banker… https://t.co/pHcOj6GePw,Fri Apr 27 21:15:07 +0000 2018,8
0.377,0.623,@cnnbrk,0.0,-0.8834,"At least seven students killed and 12 injured in a knife attack at a Chinese middle school, state-run news agency s… https://t.co/yE5TZHC8zV",Fri Apr 27 19:26:31 +0000 2018,9
0.193,0.807,@cnnbrk,0.0,-0.5106,GOP Rep. Patrick Meehan is resigning. He has been under fire for using taxpayer money to settle a sexual harassment… https://t.co/W0GbxvSrM8,Fri Apr 27 18:24:39 +0000 2018,10
0.106,0.648,@cnnbrk,0.245,0.25,Former Trump campaign chairman Paul Manafort loses his effort to challenge the authority of special counsel Robert… https://t.co/ppWr1OodTZ,Fri Apr 27 17:04:29 +0000 2018,11
0.234,0.766,@cnnbrk,0.0,-0.7506,Rights group says toll from unrest in Nicaragua last week is now up to 38 killed. The protests were the largest sin… https://t.co/4Lpu8QiB6k,Fri Apr 27 15:17:43 +0000 2018,12
0.0,0.876,@cnnbrk,0.124,0.4019,President Trump welcomes US Olympic and Paralympic athletes from the Winter Games to the White House. Follow live u… https://t.co/SvtWppo0GS,Fri Apr 27 14:50:04 +0000 2018,13
0.0,1.0,@cnnbrk,0.0,0.0,Newly surfaced emails indicate the Russian lawyer at the 2016 Trump Tower meeting had closer ties to the Kremlin th… https://t.co/kxofEbZHmF,Fri Apr 27 14:30:14 +0000 2018,14
0.0,1.0,@cnnbrk,0.0,0.0,"The Swedish pop group ABBA says it has recorded two new songs, their first in 35 years https://t.co/mfy3DDCVwK https://t.co/iX9SZ3Je6d",Fri Apr 27 13:08:23 +0000 2018,15
0.0,0.906,@cnnbrk,0.094,0.3818,RT @CNNMoney: The US economy grew at a rate of 2.3% in the first quarter. That's slower than the 2.9% growth rate in the fourth quarter of…,Fri Apr 27 13:06:28 +0000 2018,16
0.108,0.735,@cnnbrk,0.157,0.25,RT @CNNPolitics: Several White House medical unit staffers describe pressure to hand out medications without prescriptions https://t.co/6x7…,Fri Apr 27 11:37:46 +0000 2018,17
0.0,1.0,@cnnbrk,0.0,0.0,RT @CNNMoney: Grab beat Uber in Southeast Asia. And it's just getting started https://t.co/RAMU5m9BEo https://t.co/phkzE1BX44,Fri Apr 27 11:15:01 +0000 2018,18
0.0,1.0,@cnnbrk,0.0,0.0,RT @CNNPolitics: President Trump hails the breakthrough at the Inter-Korean summit https://t.co/gnGFYBSEuo https://t.co/rfeg0VkUtq,Fri Apr 27 11:14:52 +0000 2018,19
0.0,1.0,@cnnbrk,0.0,0.0,"Prince William and Catherine, Duchess of Cambridge, have named their third child https://t.co/Lr4WPsEpzb",Fri Apr 27 10:15:54 +0000 2018,20
0.269,0.731,@cnnbrk,0.0,-0.7906,"Formal end to Korean War will be declared later this year, 65 years after hostilities ceased, North and South Korea… https://t.co/imVDa6oJmd",Fri Apr 27 09:07:57 +0000 2018,21
0.36,0.64,@cnnbrk,0.0,-0.7351,The suspected Golden State Killer is set to appear in court Friday https://t.co/0zyUxzbADD,Fri Apr 27 06:34:42 +0000 2018,22
0.212,0.788,@cnnbrk,0.0,-0.5423,RT @CNNMoney: Former NBC News anchor Tom Brokaw faces sexual harassment allegations https://t.co/7ld95LNI0U https://t.co/C7NYNGNQiq,Fri Apr 27 03:23:10 +0000 2018,23
0.091,0.909,@cnnbrk,0.0,-0.3612,RT @CNN: JUST IN: Kim Jong Un becomes first North Korean leader to cross line dividing the two Koreas since fighting ended in the Korean Wa…,Fri Apr 27 00:48:42 +0000 2018,24
0.109,0.891,@cnnbrk,0.0,-0.296,The Cleveland Browns make University of Oklahoma quarterback Baker Mayfield the No. 1 pick in the 2018 NFL Draft… https://t.co/3FRmgz6lJE,Fri Apr 27 00:23:27 +0000 2018,25
0.09,0.776,@cnnbrk,0.135,0.2732,Union gives Broward County sheriff a vote of no confidence and will ask the Florida governor to remove him over his… https://t.co/bk6WxRmKT7,Thu Apr 26 20:45:40 +0000 2018,26
0.178,0.775,@cnnbrk,0.047,-0.5267,Bill Cosby stands up in court and swears loudly at a prosecutor who argued the TV icon is a flight risk after his g… https://t.co/zqOMaB0EUM,Thu Apr 26 19:17:09 +0000 2018,27
0.311,0.689,@cnnbrk,0.0,-0.8591,TV icon Bill Cosby is found guilty on all three counts of aggravated indecent assault. He faces up to 10 years in p… https://t.co/21hDLwXStD,Thu Apr 26 17:56:58 +0000 2018,28
0.0,0.747,@cnnbrk,0.253,0.7269,"Mike Pompeo is confirmed by the Senate as secretary of state, winning support despite questions on his foreign poli… https://t.co/Zad9IpUlmO",Thu Apr 26 17:14:36 +0000 2018,29
0.0,1.0,@cnnbrk,0.0,0.0,"President Trump will travel to the UK in July for talks with Prime Minister Theresa May, concluding months of back-… https://t.co/OHXfaKDd3k",Thu Apr 26 16:12:37 +0000 2018,30
0.0,0.6,@cnnbrk,0.4,0.7906,RT @CNNPolitics: The Senate Judiciary Committee approves a bill to protect the special counsel https://t.co/kuP9fn3d2R https://t.co/EOLDAFY…,Thu Apr 26 15:51:08 +0000 2018,31
0.24,0.76,@cnnbrk,0.0,-0.7184,The former boss of convicted USA Gymnastics doctor Larry Nassar is being accused by two women of sexual assault dur… https://t.co/95HNjBdO7D,Thu Apr 26 15:08:36 +0000 2018,32
0.0,1.0,@cnnbrk,0.0,0.0,"""Game of Thrones"" author George R.R. Martin tells fans the latest installment in the book series will not come out… https://t.co/s3F4j08GXx",Thu Apr 26 14:20:58 +0000 2018,33
0.0,1.0,@cnnbrk,0.0,0.0,"Dr. Ronny Jackson will stay White House physician for now, an official tells CNN. Jackson withdrew his nomination a… https://t.co/PFTz41v6pS",Thu Apr 26 14:08:59 +0000 2018,34
0.193,0.807,@cnnbrk,0.0,-0.5106,"Some 50,000 Arizona educators are staging the first teacher walkout in the state's history today to protest for hig… https://t.co/SlwiFHHsQs",Thu Apr 26 14:02:53 +0000 2018,35
0.0,1.0,@cnnbrk,0.0,0.0,"White House physician Dr. Ronny Jackson withdraws his nomination to serve as Secretary for Veterans Affairs, White… https://t.co/aoUORRhFyE",Thu Apr 26 12:03:44 +0000 2018,36
0.0,1.0,@cnnbrk,0.0,0.0,RT @CNNMoney: Ford is dropping all but 2 cars from its North American dealerships https://t.co/PZTJEzn8ZC https://t.co/NyMDzp5LJe,Thu Apr 26 01:15:14 +0000 2018,37
0.0,1.0,@cnnbrk,0.0,0.0,"Former FBI Director James Comey says he didn't vote in the 2016 election, but ""Hillary Clinton is more enmeshed in,… https://t.co/F4E0ghYF2z",Thu Apr 26 00:57:37 +0000 2018,38
0.068,0.932,@cnnbrk,0.0,-0.1531,"Former FBI Director James Comey: ""I hear this term 'deep state' all the time. There's no deep state, but there is a… https://t.co/Kl5jOkdFb5",Thu Apr 26 00:53:14 +0000 2018,39
0.099,0.901,@cnnbrk,0.0,-0.296,"Former FBI Director James Comey on releasing his memos: ""The bottom line is, I see no credible claim by any serious… https://t.co/QOlwrRmVxf",Thu Apr 26 00:30:08 +0000 2018,40
0.0,0.889,@cnnbrk,0.111,0.3612,"Former FBI Director James Comey on President Donald Trump: ""I don't believe he's morally fit to be President of the… https://t.co/CXE3MxAoC6",Thu Apr 26 00:15:00 +0000 2018,41
0.0,1.0,@cnnbrk,0.0,0.0,Happening now: Former FBI Director James Comey faces questions from a live audience at a town hall hosted by… https://t.co/Th3MK3t5JT,Thu Apr 26 00:00:34 +0000 2018,42
0.0,1.0,@cnnbrk,0.0,0.0,Trump's personal lawyer Michael Cohen will assert his Fifth Amendment rights against self-incrimination in the Stor… https://t.co/piNbBjtaAK,Wed Apr 25 22:57:39 +0000 2018,43
0.197,0.734,@cnnbrk,0.069,-0.4215,Exclusive: Some of the spies expelled last month from the US were tracking Russian defectors and their families… https://t.co/JV4bjQUn1o,Wed Apr 25 21:09:37 +0000 2018,44
0.124,0.876,@cnnbrk,0.0,-0.34,"Trump's pick to lead the VA wrecked a government vehicle while drunk, a Democratic document alleges. Dr. Ronny Jack… https://t.co/CO3fK7XdZL",Wed Apr 25 20:58:31 +0000 2018,45
0.235,0.765,@cnnbrk,0.0,-0.6486,"After a 40-year search, authorities identify a man they believe is the Golden State Killer https://t.co/JzYOEQ4kyM https://t.co/oashaowKnp",Wed Apr 25 19:46:19 +0000 2018,46
0.0,0.856,@cnnbrk,0.144,0.4939,Former President George H.W. Bush is out of intensive care and continues to recover after being hospitalized for an… https://t.co/FcMSpJx94A,Wed Apr 25 19:21:04 +0000 2018,47
0.328,0.672,@cnnbrk,0.0,-0.8689,A person believed to be the so-called Golden State Killer wanted in a series of homicides and rapes going back deca… https://t.co/jnH1vyWkxn,Wed Apr 25 17:08:14 +0000 2018,48
0.0,0.868,@cnnbrk,0.132,0.4404,Former President George H.W. Bush is doing much better since being hospitalized for an infection a day after his wi… https://t.co/z0Cbg0cqTu,Wed Apr 25 16:55:57 +0000 2018,49
0.25,0.605,@cnnbrk,0.145,-0.3818,"Trump administration argues travel ban is ""not a so-called 'Muslim ban'"" during Supreme Court hearing on third vers… https://t.co/RTLbJrKsaw",Wed Apr 25 16:04:51 +0000 2018,50
0.324,0.676,@cnnbrk,0.0,-0.7717,Bill Cosby's trial on three counts of aggravated indecent assault goes to the jury https://t.co/NoBijtNNG1 https://t.co/5xcvBClXC3,Wed Apr 25 15:54:27 +0000 2018,51
0.346,0.654,@cnnbrk,0.0,-0.8126,"A fourth death in Illinois is connected to synthetic cannabinoids laced with rat poison, officials say… https://t.co/AaV0o71YQe",Wed Apr 25 15:16:44 +0000 2018,52
0.0,1.0,@cnnbrk,0.0,0.0,French President Macron will address a joint session of Congress after two days of meetings with President Trump. F… https://t.co/0cqkDCOMjl,Wed Apr 25 14:30:53 +0000 2018,53
0.0,1.0,@cnnbrk,0.0,0.0,"RT @CNNMoney: Comcast offers $31 billion for Sky, setting up a showdown with Fox https://t.co/ewUtBU8Cy6 https://t.co/N5c77tbMxe",Wed Apr 25 12:02:39 +0000 2018,54
0.349,0.651,@cnnbrk,0.0,-0.8442,"Danish inventor Peter Madsen is sentenced to life in prison for the mutilation and murder of Kim Wall, a journalist… https://t.co/rpZDwFwYYt",Wed Apr 25 11:42:21 +0000 2018,55
0.317,0.635,@cnnbrk,0.048,-0.8316,Indian court sentences self-proclaimed spiritual guru Asaram Bapu to life in prison in the rape of a 16-year-old gi… https://t.co/KIlzSO3hJt,Wed Apr 25 10:26:09 +0000 2018,56
0.154,0.846,@cnnbrk,0.0,-0.4767,"A man has been arrested in a shooting that left two Dallas police officers critically wounded, police chief says.… https://t.co/di4D8h2fSZ",Wed Apr 25 04:08:55 +0000 2018,57
0.0,0.843,@cnnbrk,0.157,0.3818,Federal judge rules that the Trump administration must accept new applications for DACA https://t.co/RCjx1bVpl7 https://t.co/4Po2xuPR6L,Wed Apr 25 02:21:25 +0000 2018,58
0.0,1.0,@cnnbrk,0.0,0.0,White House physician Ronny Jackson drunkenly banged on a female employee's hotel room door during an overseas trip… https://t.co/cimjKAUIJc,Wed Apr 25 01:23:23 +0000 2018,59
0.0,1.0,@cnnbrk,0.0,0.0,"Two Dallas police officers shot and critically wounded, police department says https://t.co/MCcAn3sOe0 https://t.co/9DCDmB9wWG",Wed Apr 25 00:19:56 +0000 2018,60
0.301,0.699,@cnnbrk,0.0,-0.7845,"At least 19 people were killed after gunmen opened fire at a church in Nigeria, police say https://t.co/wFawd9XTYZ https://t.co/6s166tAYNi",Tue Apr 24 21:56:21 +0000 2018,61
0.0,0.882,@cnnbrk,0.118,0.25,Philadelphia rapper Meek Mill has been granted bail after spending nearly five months in prison… https://t.co/pfHDOHKgAw,Tue Apr 24 21:08:31 +0000 2018,62
0.14,0.86,@cnnbrk,0.0,-0.3818,RT @CNNMoney: Dow drops 425 points on earnings for its longest losing streak in a year https://t.co/BUjgjpwHYg https://t.co/W0hw223UBv,Tue Apr 24 20:13:53 +0000 2018,63
0.217,0.783,@cnnbrk,0.0,-0.5574,"Bob Dorough, the creator of 'Schoolhouse Rock,' has died. He was 94. https://t.co/7eqcUMEsDs https://t.co/WUw4ByzvmZ",Tue Apr 24 20:12:04 +0000 2018,64
0.0,1.0,@cnnbrk,0.0,0.0,"RT @CNNPolitics: ""It's totally his decision"": President Trump stands behind his VA pick Ronny Jackson https://t.co/PZooIXMaJT https://t.co/…",Tue Apr 24 18:57:47 +0000 2018,65
0.167,0.833,@cnnbrk,0.0,-0.4939,RT @CNNMoney: Dow plunges 500 points after disappointing earnings reports from multiple components. Watch live https://t.co/4mJbOFjz0K http…,Tue Apr 24 18:10:13 +0000 2018,66
0.172,0.828,@cnnbrk,0.0,-0.4019,"RT @CNNMoney: French media billionaire, Vincent Bolloré, has been detained by police
https://t.co/yQ2TA8asgR https://t.co/HcRR8VfKa5",Tue Apr 24 16:49:19 +0000 2018,67
0.0,1.0,@cnnbrk,0.0,0.0,Watch live: President Trump and French President Macron speak after meeting at the White House… https://t.co/Ydxuv8vEMX,Tue Apr 24 16:46:54 +0000 2018,68
0.391,0.456,@cnnbrk,0.153,-0.8074,"A new supreme court ruling will prevent 6,000 foreign victims of terrorist attacks from suing the US branch of a Jo… https://t.co/M56lpMS70G",Tue Apr 24 15:13:16 +0000 2018,69
0.339,0.661,@cnnbrk,0.0,-0.8271,Man accused of plowing into pedestrians with a van in Toronto is charged with 10 counts of first-degree murder and… https://t.co/tFt6uWffoK,Tue Apr 24 14:47:47 +0000 2018,70
0.0,0.742,@cnnbrk,0.258,0.7096,"RT @CNNPolitics: Former President George H.W. Bush is alert and talking, but he remains in intensive care https://t.co/8hg8oe6xlo https://t…",Tue Apr 24 14:09:56 +0000 2018,71
0.0,0.754,@cnnbrk,0.246,0.7351,RT @CNNMoney: Dow climbs 100 points on strong corporate profits. Caterpillar and Harley-Davidson jump on upbeat earnings. Nasdaq up 0.4%. W…,Tue Apr 24 13:34:45 +0000 2018,72
0.0,0.858,@cnnbrk,0.142,0.5106,"Naruto the monkey does not own the copyright to his selfie, a US court ruled in a People for the Ethical Treatment… https://t.co/ufUctdE7EF",Tue Apr 24 13:22:40 +0000 2018,73
0.0,0.838,@cnnbrk,0.162,0.4404,RT @CNNMoney: Uber CEO on diversity report: We need to improve 'across the board' https://t.co/bz96Aq5cQD https://t.co/ZDQYJN3ye0,Tue Apr 24 13:01:35 +0000 2018,74
0.175,0.825,@cnnbrk,0.0,-0.5574,A 10th person has died in Toronto as the result of a man driving a van into a crowd of pedestrians… https://t.co/UtEjuFQO86,Tue Apr 24 00:45:03 +0000 2018,75
0.124,0.876,@cnnbrk,0.0,-0.4019,"Ronny Jackson, Trump's nominee to lead the Department of Veterans Affairs, could be in trouble as senators review a… https://t.co/IHnabcxjE9",Tue Apr 24 00:08:06 +0000 2018,76
0.252,0.748,@cnnbrk,0.0,-0.7506,"The driver of the van that struck pedestrians in Toronto, killing at least nine, has been identified as Alek Minass… https://t.co/M37ajEcvi0",Mon Apr 23 23:14:11 +0000 2018,77
0.0,0.86,@cnnbrk,0.14,0.4767,"RT @CNNPolitics: Mike Pompeo advances out of committee with a favorable recommendation to become the next secretary of state, following Sen…",Mon Apr 23 23:08:38 +0000 2018,78
